epoch,train_loss,train_accuracy,validation_loss,validation_accuracy,epoch_time_seconds,learning_rate
1,0.6851487488216824,0.5331111111111111,0.6758349146842957,0.598,115.6433074000015,1e-05
2,0.6346615727742513,0.618,0.6051330900192261,0.71,111.90650160000223,3.9999999999999996e-05
3,0.5424869328604804,0.6397777777777778,0.4898453335762024,0.823,105.81877610000083,7e-05
4,0.4570867624812656,0.7066666666666667,0.3897818248271942,0.902,108.09130300000106,0.0001
5,0.43907414595286054,0.7113333333333334,0.3852403087615967,0.894,110.61465979999775,9.949107209404665e-05
6,0.40559100092781913,0.6993333333333334,0.3601081914901733,0.914,106.18089950000285,9.797464868072488e-05
7,0.3949519083764818,0.7173333333333334,0.31962458276748656,0.948,106.27122219999728,9.548159976772592e-05
8,0.37301814805136785,0.7226666666666667,0.3133793783187866,0.95,110.64138529999764,9.206267664155907e-05
9,0.3671296994951036,0.6911111111111111,0.31915486669540405,0.945,109.57550799999444,8.778747871771291e-05
10,0.353280596892039,0.7006666666666667,0.2927879862785339,0.961,99.32196319999639,8.274303669726426e-05
11,0.35332192950778535,0.7668888888888888,0.3203184838294983,0.944,98.48264720000589,7.703204087277988e-05
12,0.3635819234848022,0.742,0.27256036472320555,0.965,103.78769540000212,7.077075065009433e-05
13,0.35541064647833503,0.7406666666666667,0.28215468740463256,0.959,101.8060633999994,6.408662784207149e-05
14,0.34989151901668974,0.7362222222222222,0.27033529806137085,0.97,99.75234760000603,5.711574191366425e-05
15,0.3494428989092509,0.7237777777777777,0.29075429105758666,0.96,99.28622670000186,5.000000000000001e-05
16,0.3407264849344889,0.7251111111111112,0.2749900085926056,0.97,98.50006230000145,4.288425808633574e-05
17,0.33683987159199186,0.7091111111111111,0.26455316042900084,0.967,99.53628990000288,3.5913372157928504e-05
18,0.3203193448914422,0.7562222222222222,0.2861022334098816,0.963,99.54602059999888,2.9229249349905677e-05
19,0.32140849338637456,0.7262222222222222,0.26125148725509645,0.967,104.70349279999937,2.2967959127220133e-05
20,0.31806549660364786,0.7462222222222222,0.26060419845581057,0.971,110.38015480000468,1.7256963302735748e-05
21,0.3344874061213599,0.7582222222222222,0.2664411334991455,0.969,113.85008889999881,1.2212521282287092e-05
22,0.33369583074251813,0.7704444444444445,0.26638055753707884,0.967,117.41083039999648,7.937323358440945e-06
23,0.3221903229289585,0.7473333333333333,0.25382864379882814,0.978,112.77004890000535,4.518400232274089e-06
24,0.33081746477550933,0.7504444444444445,0.2756756432056427,0.973,109.73669179999706,2.0253513192751314e-06
25,0.33227843893898856,0.7402222222222222,0.2793935389518738,0.958,109.61753199999657,5.089279059533657e-07
