model,level,epoch,train_loss,train_accuracy,validation_loss,validation_accuracy,epoch_time_seconds,learning_rate
resnet50,4,13,0.40607561887635124,0.722,0.25140060591697694,0.979,105.28524169999946,6.408662784207149e-05
resnet50,4,14,0.3990883493423462,0.7093333333333334,0.24837382173538208,0.984,105.23327919999974,5.711574191366425e-05
resnet50,4,15,0.3951645429664188,0.7095555555555556,0.2605421688556671,0.983,105.03526229999989,5.000000000000001e-05
resnet50,4,16,0.3925677895545959,0.704,0.24927737641334533,0.987,105.18363669999962,4.288425808633574e-05
resnet50,4,17,0.3856937856674194,0.6864444444444444,0.2501551043987274,0.985,104.98568820000037,3.5913372157928504e-05
resnet50,4,18,0.3649262146419949,0.7351111111111112,0.255850795507431,0.981,105.57271500000024,2.9229249349905677e-05
efficientnetv2,4,1,0.7287372361818949,0.44955555555555554,0.6725470781326294,0.603,138.20695250000063,1e-05
efficientnetv2,4,2,0.6893319676717122,0.5451111111111111,0.598425238609314,0.754,124.39763800000037,3.9999999999999996e-05
efficientnetv2,4,3,0.628684534602695,0.6188888888888889,0.5018485255241394,0.813,124.95018499999969,7e-05
efficientnetv2,4,4,0.5676391020350986,0.6386666666666667,0.4202792108058929,0.865,124.54795280000144,0.0001
efficientnetv2,4,5,0.5127109680175781,0.6748888888888889,0.35375136137008667,0.911,124.75549990000036,9.949107209404665e-05
efficientnetv2,4,6,0.4717258734703064,0.6733333333333333,0.31919802737236025,0.926,124.84331480000037,9.797464868072488e-05
efficientnetv2,4,7,0.4581464169290331,0.6991111111111111,0.3009863619804382,0.947,124.873108400001,9.548159976772592e-05
efficientnetv2,4,8,0.4546690281232198,0.7002222222222222,0.2954700956344605,0.947,124.61626410000099,9.206267664155907e-05
efficientnetv2,4,9,0.441720660633511,0.7273333333333334,0.27885368514060976,0.961,124.71875240000008,8.778747871771291e-05
efficientnetv2,4,10,0.4250119531419542,0.7011111111111111,0.26992004704475403,0.966,124.73360870000033,8.274303669726426e-05
efficientnetv2,4,11,0.42915707908736334,0.716,0.285814875125885,0.951,124.56033910000042,7.703204087277988e-05
efficientnetv2,4,12,0.40784948386086356,0.7126666666666667,0.2627888193130493,0.969,124.76246270000047,7.077075065009433e-05
efficientnetv2,4,13,0.40460258218977185,0.7235555555555555,0.269683616399765,0.962,124.85639739999897,6.408662784207149e-05
efficientnetv2,4,14,0.3933769280115763,0.7257777777777777,0.2529878530502319,0.972,125.60549880000144,5.711574191366425e-05
efficientnetv2,4,15,0.3926863047546811,0.7315555555555555,0.2634586155414581,0.966,124.80387719999999,5.000000000000001e-05
efficientnetv2,4,16,0.37867510652542113,0.7135555555555556,0.2519105098247528,0.972,124.56603059999907,4.288425808633574e-05
efficientnetv2,4,17,0.3937720321814219,0.7411111111111112,0.2648066744804382,0.965,125.02940160000071,3.5913372157928504e-05
efficientnetv2,4,18,0.396066026740604,0.7111111111111111,0.25771476817131045,0.967,124.79265730000043,2.9229249349905677e-05
efficientnetv2,4,19,0.37649391441875035,0.7328888888888889,0.25857584953308105,0.967,124.7229256999999,2.2967959127220133e-05
efficientnetv2,4,20,0.38244576138920255,0.7028888888888889,0.259896990776062,0.967,126.50028240000029,1.7256963302735748e-05
vit,4,1,0.8732485668394301,0.4031111111111111,0.6143343505859375,0.715,650.2235711000012,1e-05
vit,4,2,0.6511184713575575,0.572,0.4357214751243591,0.841,849.1675092000005,3.9999999999999996e-05
vit,4,3,0.6057977146307627,0.6168888888888889,0.34170253586769106,0.934,962.4381649999996,7e-05
vit,4,4,0.5297364032533434,0.678,0.2932117414474487,0.961,910.4151616999989,0.0001
vit,4,5,0.46410783317353993,0.6868888888888889,0.26460662055015566,0.968,963.7085803999998,9.949107209404665e-05
vit,4,6,0.4385704523457421,0.6848888888888889,0.25143707609176635,0.973,942.1360435000024,9.797464868072488e-05
vit,4,7,0.3896902956432766,0.6962222222222222,0.25140967988967894,0.972,877.1870046000004,9.548159976772592e-05
vit,4,8,0.389160721566942,0.7384444444444445,0.23638589715957642,0.981,948.6947250999983,9.206267664155907e-05
vit,4,9,0.40182505906952753,0.7324444444444445,0.2347290666103363,0.978,877.4155781000009,8.778747871771291e-05
vit,4,10,0.3668061980141534,0.7304444444444445,0.23277901244163512,0.981,873.0534450999985,8.274303669726426e-05
vit,4,11,0.36006532650523715,0.7457777777777778,0.23914314508438111,0.981,915.8641156000012,7.703204087277988e-05
vit,4,12,0.35464333226945666,0.7215555555555555,0.23565550935268403,0.977,873.2982628999998,7.077075065009433e-05
vit,4,13,0.36070417637295193,0.7473333333333333,0.22960195899009705,0.985,881.7511637999996,6.408662784207149e-05
vit,4,14,0.3558718650341034,0.7708888888888888,0.22837947869300843,0.984,984.7959181000006,5.711574191366425e-05
vit,4,15,0.3425463888115353,0.7517777777777778,0.22778688025474547,0.986,850.132353099998,5.000000000000001e-05
vit,4,16,0.3463072263929579,0.7415555555555555,0.2278117160797119,0.984,872.9046718999998,4.288425808633574e-05
vit,4,17,0.3379391899506251,0.7544444444444445,0.2270719336271286,0.986,882.7935603999977,3.5913372157928504e-05
vit,4,18,0.33340467829174464,0.732,0.22454016590118409,0.988,971.0378591000008,2.9229249349905677e-05
vit,4,19,0.3442707697682911,0.7437777777777778,0.22455003452301026,0.984,851.5307004999995,2.2967959127220133e-05
vit,4,20,0.35421868329577977,0.7393333333333333,0.22449762034416199,0.986,1019.8268456000005,1.7256963302735748e-05
vit,4,21,0.3272104966243108,0.7266666666666667,0.2237530872821808,0.987,863.9383012000035,1.2212521282287092e-05
vit,4,22,0.3245486146344079,0.7702222222222223,0.22391279053688048,0.985,923.4613733000006,7.937323358440945e-06
vit,4,23,0.3309291592174106,0.7617777777777778,0.22396432089805604,0.985,966.2648157000003,4.518400232274089e-06
vit,4,24,0.32451176397005715,0.7608888888888888,0.22414815497398377,0.985,872.5669061000008,2.0253513192751314e-06
