epoch,train_loss,train_accuracy,validation_loss,validation_accuracy,epoch_time_seconds,learning_rate
1,0.7679373675452338,0.34555555555555556,0.6711373586654663,0.624,119.59547529999963,1e-05
2,0.7211740095880297,0.4484444444444444,0.6129647235870361,0.764,108.6885242999997,3.9999999999999996e-05
3,0.6525092533959282,0.5615555555555556,0.5014005680084228,0.827,107.44916990000002,7e-05
4,0.5744351683457692,0.6442222222222223,0.3896383068561554,0.905,106.3199838999999,0.0001
5,0.5287056848737929,0.6726666666666666,0.3558470814228058,0.917,107.25643299999956,9.949107209404665e-05
6,0.4900735216140747,0.6651111111111111,0.3161343071460724,0.951,111.97818160000043,9.797464868072488e-05
7,0.46652270282639396,0.6902222222222222,0.2833237571716309,0.967,115.94389609999962,9.548159976772592e-05
8,0.44245596430036754,0.6946666666666667,0.2842256810665131,0.966,118.29826679999951,9.206267664155907e-05
9,0.4278938438627455,0.6706666666666666,0.2773537883758545,0.973,108.80014440000014,8.778747871771291e-05
10,0.413690226342943,0.6786666666666666,0.26537715005874635,0.977,106.26842780000061,8.274303669726426e-05
11,0.40903960026635067,0.7451111111111111,0.2711655011177063,0.969,105.00161150000076,7.703204087277988e-05
12,0.41620032458835177,0.722,0.24629784631729126,0.987,105.44947180000054,7.077075065009433e-05
13,0.40607561887635124,0.722,0.25140060591697694,0.979,105.28524169999946,6.408662784207149e-05
14,0.3990883493423462,0.7093333333333334,0.24837382173538208,0.984,105.23327919999974,5.711574191366425e-05
15,0.3951645429664188,0.7095555555555556,0.2605421688556671,0.983,105.03526229999989,5.000000000000001e-05
16,0.3925677895545959,0.704,0.24927737641334533,0.987,105.18363669999962,4.288425808633574e-05
17,0.3856937856674194,0.6864444444444444,0.2501551043987274,0.985,104.98568820000037,3.5913372157928504e-05
18,0.3649262146419949,0.7351111111111112,0.255850795507431,0.981,105.57271500000024,2.9229249349905677e-05
